anno_names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
K03881  ND4; NADH-ubiquinone oxidoreductase chain 4 [EC:7.1.1.2]	405.957915118389	6.79948147967834	0.450204154086337	15.1031069304047	1.54479544977082e-51	1.54649472476557e-47
K03880  ND3; NADH-ubiquinone oxidoreductase chain 3 [EC:7.1.1.2]	173.304780665776	6.89125224414304	0.479800062709225	14.3627581147679	8.86285447872444e-47	4.43630180932552e-43
K13932  mdcD; malonate decarboxylase beta subunit [EC:4.1.1.87]	106.787439309724	6.4027040774367	0.45779320237642	13.9860182374925	1.89741614435271e-44	6.33167767370499e-41
K03883  ND5; NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]	549.220281727981	6.42222562581923	0.463130555830249	13.8669874940689	1.004059316732e-43	2.51290945495102e-40
K12527  ygfK; putative selenate reductase [EC:1.97.1.9]	329.792727342841	-3.9921073819016	0.300555766963944	-13.2824181755944	2.92783958315766e-40	5.86212041339827e-37
K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2]	237.220735702456	6.48725907997414	0.489472456484932	13.2535732992237	4.30220851256071e-40	7.17823490320755e-37
K02262  COX3; cytochrome c oxidase subunit 3	167.584794235638	6.05110232146632	0.467926654462234	12.9317324921799	2.98026567280835e-38	4.26220566435491e-35
K02261  COX2; cytochrome c oxidase subunit 2	186.013385167963	6.08301374486653	0.471992722284846	12.887939702586	5.26311393059143e-38	6.58612919489384e-35
K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2]	422.102815522079	6.77847980402734	0.580625965188098	11.6744345076462	1.72207061950774e-31	1.91551655243244e-28
K13936  mdcF; malonate transporter and related proteins	83.88012131912	8.0075726958028	0.694361689580398	11.5322789490903	9.07102148735491e-31	9.080999610991e-28
K02256  COX1; cytochrome c oxidase subunit 1 [EC:7.1.1.9]	465.935081118643	6.13878734819183	0.547252326535534	11.2174714487819	3.34703836008427e-29	3.04610918389124e-26
K01531  mgtA, mgtB; P-type Mg2+ transporter [EC:7.2.2.14]	1392.93981580891	-3.69378372861351	0.335563465214945	-11.0077052823598	3.50825505608811e-28	2.9267617805415e-25
K01667  tnaA; tryptophanase [EC:4.1.99.1]	485.095546419114	-3.28990196206579	0.302818684244368	-10.864263446211	1.70594179537467e-27	1.31370640873045e-24
K00926  arcC; carbamate kinase [EC:2.7.2.2]	298.526976450218	-4.94502634658095	0.45753419871386	-10.8079928461775	3.15497553665631e-27	2.25603286410474e-24
K02126  ATPeF0A, MTATP6, ATP6; F-type H+-transporting ATPase subunit a	205.83381459011	6.44436152255379	0.603773381859026	10.6734773611773	1.35460050842181e-26	9.04060379320716e-24
K03309  TC.DAACS; dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family	170.136804414937	2.15954542885243	0.210147950601088	10.2763097269113	9.0112053305714e-25	5.30653979790296e-22
K16132  mcyC; microcystin synthetase protein McyC	165.084425866064	8.02134886399332	0.780475429045016	10.2775161977978	8.89914114704845e-25	5.30653979790296e-22
K02480  K02480; two-component system, NarL family, sensor kinase [EC:2.7.13.3]	596.058134236844	2.59804572993534	0.255762196336178	10.1580521560756	3.05110989474298e-24	1.69692561979289e-21
K03325  ACR3, arsB; arsenite transporter	532.125645364756	-3.10903418802275	0.308766397973849	-10.0692115736184	7.55815219949603e-24	3.98235061416604e-21
K00187  vorB; 2-oxoisovalerate ferredoxin oxidoreductase beta subunit [EC:1.2.7.7]	246.088993261401	-3.64377461611772	0.368392745368534	-9.89100535210744	4.55430920105142e-23	2.27965947058629e-20
K01530  E7.6.2.1; phospholipid-translocating ATPase [EC:7.6.2.1]	58.7043157061812	7.13543081717764	0.728998163489109	9.78799560073822	1.26784229841063e-22	6.04398535685184e-20
K04767  acuB; acetoin utilization protein AcuB	126.768170974806	-3.59971896008237	0.37488099931733	-9.60229770683917	7.81817844206397e-22	3.55762656288647e-19
K01643  citF; citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]	177.541508731282	-5.59684900559724	0.58372426693644	-9.58817257156565	8.96588945881289e-22	3.90250084226851e-19
K01705  LYS4; homoaconitate hydratase [EC:4.2.1.36]	278.443732106757	-4.13277899051545	0.437547569560484	-9.44532498413102	3.54303137052542e-21	1.4187714820132e-18
K10413  DYNC1H; dynein cytoplasmic 1 heavy chain	77.1693116915374	6.85311485848333	0.725544927156362	9.44547277774077	3.53803467317987e-21	1.4187714820132e-18
K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2]	68.0661639610846	7.15991372353838	0.787892175824467	9.08742838580177	1.01409160781219e-19	3.90464272531071e-17
K05658  ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]	80.1592820683013	5.10990021196748	0.566379919907047	9.02203632643987	1.84624978290953e-19	6.845483917299e-17
K05586  hoxE; bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]	108.075888233662	-4.53518783762603	0.50360303789418	-9.0054814931021	2.14721505040307e-19	7.67706066770898e-17
K05588  hoxU; bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]	157.125653357389	-3.80675285211592	0.423402878567851	-8.99085255393671	2.45319977268444e-19	8.46861480149791e-17
K02128  ATPeF0C, ATP5G, ATP9; F-type H+-transporting ATPase subunit c	57.5974955636561	7.77383925090994	0.867564767118677	8.96052899511827	3.23124466533848e-19	1.07826634482345e-16
K00698  CHS1; chitin synthase [EC:2.4.1.16]	81.262866201448	8.43667490770051	0.954038908560774	8.84311408266121	9.30870986636246e-19	3.00611272490821e-16
K07216  hr; hemerythrin	310.905282109064	-3.35700811615726	0.381119540335611	-8.80828128938522	1.2707921969532e-18	3.97559396365579e-16
K05559  phaA; multicomponent K+:H+ antiporter subunit A	274.199126789123	-6.60477859286899	0.756807967443293	-8.72715256312874	2.61164669808486e-18	7.92278639228107e-16
K09291  TPR, MLP1, MLP2; nucleoprotein TPR	36.3416034953684	8.94791439362168	1.02599078700475	8.7212424389735	2.75165552306546e-18	8.10200689453185e-16
K00186  vorA; 2-oxoisovalerate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.7]	231.535047713977	-3.9151182806695	0.450380943124876	-8.69290395260789	3.53291029779162e-18	1.01051328546262e-15
K05587  hoxF; bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]	420.420236476368	-4.65680307849088	0.536957945205885	-8.67256573828203	4.22490720216936e-18	1.17487627780326e-15
K07203  MTOR, FRAP, TOR; serine/threonine-protein kinase mTOR [EC:2.7.11.1]	43.4182895052282	8.19504046815702	0.946349677279908	8.65963254905102	4.73287412988364e-18	1.28056224092608e-15
K15255  PIF1; ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]	437.936369223708	5.94126530416427	0.695954332946505	8.5368608583991	1.37917469246923e-17	3.63339943323933e-15
K03884  ND6; NADH-ubiquinone oxidoreductase chain 6 [EC:7.1.1.2]	139.457292687741	6.17040213086566	0.725224889953455	8.50826028773183	1.76562479229361e-17	4.53222302452599e-15
K18442  ARFGEF, BIG; brefeldin A-inhibited guanine nucleotide-exchange protein	39.4031139435437	8.50978027509893	1.00070794589746	8.50376007304222	1.83546682013609e-17	4.5937145840956e-15
K20486  nisP, epiP; lantibiotic leader peptide-processing serine protease [EC:3.4.21.-]	104.750462504738	5.68787062918452	0.66952538928212	8.49537705401013	1.97291391235546e-17	4.81727833575378e-15
K19525  VPS13A_C; vacuolar protein sorting-associated protein 13A/C	37.9476915867375	7.6056688601339	0.899526620298413	8.45519041738949	2.78632271973556e-17	6.64139922554112e-15
K00634  ptb; phosphate butyryltransferase [EC:2.3.1.19]	274.398612713679	-3.90710197445618	0.465882762422743	-8.38644888713627	5.01047414091996e-17	1.16650829359883e-14
K06699  PSME4; proteasome activator subunit 4	44.030035410794	8.66543287851834	1.03362021177808	8.38357530142684	5.13438046014781e-17	1.16818824514863e-14
K03737  por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	1375.94447123003	-1.76531004763864	0.213204007263063	-8.2799102620079	1.23268137238124e-16	2.74230515975746e-14
K01270  pepD; dipeptidase D [EC:3.4.13.-]	329.49339963243	-5.68800110613422	0.692259121762031	-8.21657805195308	2.09392204724315e-16	4.55701165542418e-14
K00423  E1.10.3.3; L-ascorbate oxidase [EC:1.10.3.3]	30.9428076956061	8.71154615066277	1.06155176285981	8.20642615409912	2.27869589842234e-16	4.85362226363958e-14
K00880  lyxK; L-xylulokinase [EC:2.7.1.53]	82.3198176121443	-4.83271947342086	0.589324017128933	-8.20044548152795	2.39497837353611e-16	4.99502677030624e-14
K05767  IQGAP2_3; Ras GTPase-activating-like protein IQGAP2/3	23.3770737175147	8.89523452584204	1.08690533557643	8.18400115878032	2.74571435735957e-16	5.60966253704625e-14
K03388  hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	1545.17704915085	-4.94233979221113	0.604420010505541	-8.17699564261171	2.91008530544728e-16	5.82657279856653e-14
K00888  PI4KA; phosphatidylinositol 4-kinase A [EC:2.7.1.67]	31.1641714336487	8.72475953213607	1.06762593028715	8.1721128015216	3.03034991574962e-16	5.94839862873911e-14
K05389  KCNKF; potassium channel subfamily K, other eukaryote	29.9072027667663	8.66247812818326	1.06258564257735	8.15226347983776	3.57175045085702e-16	6.87630649298647e-14
K01914  asnA; aspartate--ammonia ligase [EC:6.3.1.1]	152.793403197559	-5.58575887521419	0.688030724503121	-8.1184730220414	4.72085621376298e-16	8.91707387848701e-14
K01509  ENTPD2; adenosinetriphosphatase [EC:3.6.1.-]	75.7689649499485	6.75542806432823	0.832506443950452	8.11456549485915	4.87526039432991e-16	9.03819107548829e-14
K22024  pdxA2; 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]	130.062907982727	-2.38010402022284	0.293616905941048	-8.10615455739703	5.22469768918092e-16	9.50989973934368e-14
K20182  VPS33A; vacuolar protein sorting-associated protein 33A	24.6054907291151	8.96552248857905	1.10869912773166	8.08652434580881	6.13914500755149e-16	1.09748179768925e-13
